SheetNo,GPSMarker,RecordingFileName,Region,TransectID,Site,Point,Visit,LatitudeHr,LatitudeMin,LatitudeSec,LongitudeHr,LongitudeMin,LongitudeSec,Elevation,Year,Month,Day,CloudCover,Precipitation,BeaufortWindScale,nHikers,Observer,StartTimeHr,StartTimeMin,BirdNo,Species,DistanceBin,TimeBin,Quadrant,Flock,IndividualComments,RecordingChecks,SurveyComments
15,38,STE-053,LowerMainland,2,CDCY,7,1,49,22,110,123,9,866,712,2023,2,10,100,1,1,,RM,12,28,2,VATH,B,A,1,1,Flock moved S. Countercall Bird 3.,,Beaufort Wind Scale up to 2 at times.
15,38,STE-053,LowerMainland,2,CDCY,7,1,49,22,110,123,9,866,712,2023,2,10,100,1,1,,RM,12,28,3,VATH,B,A,1,1,Flock moved S. Countercall Bird 2.,,Beaufort Wind Scale up to 2 at times.
15,38,STE-053,LowerMainland,2,CDCY,7,1,49,22,110,123,9,866,712,2023,2,10,100,1,1,,RM,12,28,4,PISI,C,C,2,,,,Beaufort Wind Scale up to 2 at times.
16,39,STE-055,LowerMainland,2,CDCY,8,1,49,22,442,123,10,175,821,2023,2,10,90,0,1,,RM,13,13,1,CORA,E,B,1,,,,Slight stream noise.
16,39,STE-055,LowerMainland,2,CDCY,8,1,49,22,442,123,10,175,821,2023,2,10,90,0,1,,RM,13,13,2,CBCH,B,A,4,,,,Slight stream noise.
16,39,STE-055,LowerMainland,2,CDCY,8,1,49,22,442,123,10,175,821,2023,2,10,90,0,1,,RM,13,13,3,PISI,C,C,4,1,Flock moved E.,,Slight stream noise.
16,39,STE-055,LowerMainland,2,CDCY,8,1,49,22,442,123,10,175,821,2023,2,10,90,0,1,,RM,13,13,4,PISI,C,C,4,1,Flock moved E.,,Slight stream noise.
16,39,STE-055,LowerMainland,2,CDCY,8,1,49,22,442,123,10,175,821,2023,2,10,90,0,1,,RM,13,13,5,PISI,C,C,4,1,Flock moved E.,,Slight stream noise.
16,39,STE-055,LowerMainland,2,CDCY,8,1,49,22,442,123,10,175,821,2023,2,10,90,0,1,,RM,13,13,6,PISI,C,C,4,1,Flock moved E.,,Slight stream noise.
17,40,STE-056,LowerMainland,3,HALU,1,1,49,20,129,122,51,275,160,2023,2,11,100,0,0,,RM,8,22,1,GCKI,A,A,1,,,,
17,40,STE-056,LowerMainland,3,HALU,1,1,49,20,129,122,51,275,160,2023,2,11,100,0,0,,RM,8,22,2,RBNU,D,A,1,,,,
17,40,STE-056,LowerMainland,3,HALU,1,1,49,20,129,122,51,275,160,2023,2,11,100,0,0,,RM,8,22,3,CBCH,A,B,2,,,,
17,40,STE-056,LowerMainland,3,HALU,1,1,49,20,129,122,51,275,160,2023,2,11,100,0,0,,RM,8,22,4,UNID,A,B,2,,GCKI? 5:00.,,
17,40,STE-056,LowerMainland,3,HALU,1,1,49,20,129,122,51,275,160,2023,2,11,100,0,0,,RM,8,22,5,GCKI,A,A,3,,,,
17,40,STE-056,LowerMainland,3,HALU,1,1,49,20,129,122,51,275,160,2023,2,11,100,0,0,,RM,8,22,6,CORA,C,A,3,,Moved NW.,,
17,40,STE-056,LowerMainland,3,HALU,1,1,49,20,129,122,51,275,160,2023,2,11,100,0,0,,RM,8,22,7,CORA,D,B,3,,,,
17,40,STE-056,LowerMainland,3,HALU,1,1,49,20,129,122,51,275,160,2023,2,11,100,0,0,,RM,8,22,8,GCKI,A,A,4,,,,
17,40,STE-056,LowerMainland,3,HALU,1,1,49,20,129,122,51,275,160,2023,2,11,100,0,0,,RM,8,22,9,CBCH,A,A,4,,,,
17,40,STE-056,LowerMainland,3,HALU,1,1,49,20,129,122,51,275,160,2023,2,11,100,0,0,,RM,8,22,10,UNID,B,B,4,,,,
17,40,STE-056,LowerMainland,3,HALU,1,1,49,20,129,122,51,275,160,2023,2,11,100,0,0,,RM,8,22,11,CORA,D,C,4,,,,
18,41,STE-057,LowerMainland,3,HALU,2,1,49,20,122,122,51,66,183,2023,2,11,100,0,0,3,RM,8,52,1,GCKI,B,B,1,,,,Large river nearby. Powerline cut ~ 50m wide. Precipitation up to 1 at times.
18,41,STE-057,LowerMainland,3,HALU,2,1,49,20,122,122,51,66,183,2023,2,11,100,0,0,3,RM,8,52,2,CBCH,C,A,1,,,,Large river nearby. Powerline cut ~ 50m wide. Precipitation up to 1 at times.
18,41,STE-057,LowerMainland,3,HALU,2,1,49,20,122,122,51,66,183,2023,2,11,100,0,0,3,RM,8,52,3,BRCR,C,B,1,,,,Large river nearby. Powerline cut ~ 50m wide. Precipitation up to 1 at times.
18,41,STE-057,LowerMainland,3,HALU,2,1,49,20,122,122,51,66,183,2023,2,11,100,0,0,3,RM,8,52,4,GCKI,A,B,2,,,,Large river nearby. Powerline cut ~ 50m wide. Precipitation up to 1 at times.
18,41,STE-057,LowerMainland,3,HALU,2,1,49,20,122,122,51,66,183,2023,2,11,100,0,0,3,RM,8,52,5,GCKI,B,A,2,,,,Large river nearby. Powerline cut ~ 50m wide. Precipitation up to 1 at times.
18,41,STE-057,LowerMainland,3,HALU,2,1,49,20,122,122,51,66,183,2023,2,11,100,0,0,3,RM,8,52,6,GCKI,A,B,3,,,,Large river nearby. Powerline cut ~ 50m wide. Precipitation up to 1 at times.
18,41,STE-057,LowerMainland,3,HALU,2,1,49,20,122,122,51,66,183,2023,2,11,100,0,0,3,RM,8,52,7,CBCH,C,B,3,,,,Large river nearby. Powerline cut ~ 50m wide. Precipitation up to 1 at times.
18,41,STE-057,LowerMainland,3,HALU,2,1,49,20,122,122,51,66,183,2023,2,11,100,0,0,3,RM,8,52,8,UNID,A,C,4,,DEJU? 5:15. Might be same individual as Bird 3.,,Large river nearby. Powerline cut ~ 50m wide. Precipitation up to 1 at times.
18,41,STE-057,LowerMainland,3,HALU,2,1,49,20,122,122,51,66,183,2023,2,11,100,0,0,3,RM,8,52,9,CBCH,C,A,4,,,,Large river nearby. Powerline cut ~ 50m wide. Precipitation up to 1 at times.
18,41,STE-057,LowerMainland,3,HALU,2,1,49,20,122,122,51,66,183,2023,2,11,100,0,0,3,RM,8,52,10,BRCR,C,B,4,,,,Large river nearby. Powerline cut ~ 50m wide. Precipitation up to 1 at times.
18,41,STE-057,LowerMainland,3,HALU,2,1,49,20,122,122,51,66,183,2023,2,11,100,0,0,3,RM,8,52,11,CORA,E,A,4,,,,Large river nearby. Powerline cut ~ 50m wide. Precipitation up to 1 at times.
19,42,STE-058,LowerMainland,3,HALU,3,1,49,20,119,122,50,824,299,2023,2,11,100,1,0,,RM,9,22,1,CBCH,B,A,4,,Moved SE.,,Stream noise.
19,42,STE-058,LowerMainland,3,HALU,3,1,49,20,119,122,50,824,299,2023,2,11,100,1,0,,RM,9,22,2,CBCH,C,A,4,,,,Stream noise.
20,43,STE-059,LowerMainland,3,HALU,4,1,49,20,95,122,50,565,419,2023,2,11,100,1,0,,RM,10,45,1,CBCH,B,D,3,,Uncertain. Check recording.,,Stream noise.
20,43,STE-059,LowerMainland,3,HALU,4,1,49,20,95,122,50,565,419,2023,2,11,100,1,0,,RM,10,45,2,GCKI,A,C,4,,Uncertain. Check recording.,,Stream noise.
20,43,STE-059,LowerMainland,3,HALU,4,1,49,20,95,122,50,565,419,2023,2,11,100,1,0,,RM,10,45,3,CBCH,C,B,4,,Uncertain. Check recording.,,Stream noise.
20,43,STE-059,LowerMainland,3,HALU,4,1,49,20,95,122,50,565,419,2023,2,11,100,1,0,,RM,10,45,4,PAWR,E,D,4,,Uncertain. Check recording.,,Stream noise.
21,44,STE-060,LowerMainland,4,SUMO,7,1,49,7,10,122,9,6,753,2023,2,12,95,1,0,,RM,8,56,,,,,,,,,Precipitation up to 2 at times.
22,45,STE-061,LowerMainland,4,SUMO,8,1,49,6,843,122,8,533,763,2023,2,12,100,1,0,,RM,9,29,,,,,,,,,
23,46,STE-062,LowerMainland,4,SUMO,6,1,49,7,96,122,9,622,648,2023,2,12,100,1,0,,RM,10,22,1,DEJU,A,A,1,,,,"Fog, vis ~ 25m. Less noisy [than SUMO-7 and SUMO-8]."
23,46,STE-062,LowerMainland,4,SUMO,6,1,49,7,96,122,9,622,648,2023,2,12,100,1,0,,RM,10,22,2,CBCH,A,D,1,1,Flock moved E to Q1 Distance Bin A.,,"Fog, vis ~ 25m. Less noisy [than SUMO-7 and SUMO-8]."
23,46,STE-062,LowerMainland,4,SUMO,6,1,49,7,96,122,9,622,648,2023,2,12,100,1,0,,RM,10,22,3,CBCH,A,D,1,1,Flock moved E to Q1 Distance Bin A.,,"Fog, vis ~ 25m. Less noisy [than SUMO-7 and SUMO-8]."
23,46,STE-062,LowerMainland,4,SUMO,6,1,49,7,96,122,9,622,648,2023,2,12,100,1,0,,RM,10,22,4,CBCH,A,D,1,1,Flock moved E to Q1 Distance Bin A.,,"Fog, vis ~ 25m. Less noisy [than SUMO-7 and SUMO-8]."
23,46,STE-062,LowerMainland,4,SUMO,6,1,49,7,96,122,9,622,648,2023,2,12,100,1,0,,RM,10,22,5,CBCH,A,D,1,1,Flock moved E to Q1 Distance Bin A.,,"Fog, vis ~ 25m. Less noisy [than SUMO-7 and SUMO-8]."
23,46,STE-062,LowerMainland,4,SUMO,6,1,49,7,96,122,9,622,648,2023,2,12,100,1,0,,RM,10,22,6,CBCH,A,D,1,1,Flock moved E to Q1 Distance Bin A.,,"Fog, vis ~ 25m. Less noisy [than SUMO-7 and SUMO-8]."
23,46,STE-062,LowerMainland,4,SUMO,6,1,49,7,96,122,9,622,648,2023,2,12,100,1,0,,RM,10,22,7,CBCH,A,D,1,1,Flock moved E to Q1 Distance Bin A.,,"Fog, vis ~ 25m. Less noisy [than SUMO-7 and SUMO-8]."
23,46,STE-062,LowerMainland,4,SUMO,6,1,49,7,96,122,9,622,648,2023,2,12,100,1,0,,RM,10,22,8,CBCH,A,D,1,1,Flock moved E to Q1 Distance Bin A.,,"Fog, vis ~ 25m. Less noisy [than SUMO-7 and SUMO-8]."
23,46,STE-062,LowerMainland,4,SUMO,6,1,49,7,96,122,9,622,648,2023,2,12,100,1,0,,RM,10,22,9,CBCH,A,D,1,1,Flock moved E to Q1 Distance Bin A.,,"Fog, vis ~ 25m. Less noisy [than SUMO-7 and SUMO-8]."
23,46,STE-062,LowerMainland,4,SUMO,6,1,49,7,96,122,9,622,648,2023,2,12,100,1,0,,RM,10,22,10,CBCH,A,D,1,1,Flock moved E to Q1 Distance Bin A.,,"Fog, vis ~ 25m. Less noisy [than SUMO-7 and SUMO-8]."
23,46,STE-062,LowerMainland,4,SUMO,6,1,49,7,96,122,9,622,648,2023,2,12,100,1,0,,RM,10,22,11,CBCH,A,D,1,1,Flock moved E to Q1 Distance Bin A.,,"Fog, vis ~ 25m. Less noisy [than SUMO-7 and SUMO-8]."
23,46,STE-062,LowerMainland,4,SUMO,6,1,49,7,96,122,9,622,648,2023,2,12,100,1,0,,RM,10,22,12,CBCH,A,D,1,1,Flock moved E to Q1 Distance Bin A.,,"Fog, vis ~ 25m. Less noisy [than SUMO-7 and SUMO-8]."
23,46,STE-062,LowerMainland,4,SUMO,6,1,49,7,96,122,9,622,648,2023,2,12,100,1,0,,RM,10,22,13,CBCH,A,D,1,1,Flock moved E to Q1 Distance Bin A.,,"Fog, vis ~ 25m. Less noisy [than SUMO-7 and SUMO-8]."
23,46,STE-062,LowerMainland,4,SUMO,6,1,49,7,96,122,9,622,648,2023,2,12,100,1,0,,RM,10,22,14,CBCH,A,D,1,1,Flock moved E to Q1 Distance Bin A.,,"Fog, vis ~ 25m. Less noisy [than SUMO-7 and SUMO-8]."
23,46,STE-062,LowerMainland,4,SUMO,6,1,49,7,96,122,9,622,648,2023,2,12,100,1,0,,RM,10,22,15,CBCH,A,D,1,1,Flock moved E to Q1 Distance Bin A.,,"Fog, vis ~ 25m. Less noisy [than SUMO-7 and SUMO-8]."
23,46,STE-062,LowerMainland,4,SUMO,6,1,49,7,96,122,9,622,648,2023,2,12,100,1,0,,RM,10,22,16,CBCH,A,D,1,1,Flock moved E to Q1 Distance Bin A.,,"Fog, vis ~ 25m. Less noisy [than SUMO-7 and SUMO-8]."
23,46,STE-062,LowerMainland,4,SUMO,6,1,49,7,96,122,9,622,648,2023,2,12,100,1,0,,RM,10,22,17,RBNU,D,C,3,,Countercall Bird 20,,"Fog, vis ~ 25m. Less noisy [than SUMO-7 and SUMO-8]."
23,46,STE-062,LowerMainland,4,SUMO,6,1,49,7,96,122,9,622,648,2023,2,12,100,1,0,,RM,10,22,18,DEJU,A,A,4,,,,"Fog, vis ~ 25m. Less noisy [than SUMO-7 and SUMO-8]."
23,46,STE-062,LowerMainland,4,SUMO,6,1,49,7,96,122,9,622,648,2023,2,12,100,1,0,,RM,10,22,19,GCKI,B,B,4,,,,"Fog, vis ~ 25m. Less noisy [than SUMO-7 and SUMO-8]."
23,46,STE-062,LowerMainland,4,SUMO,6,1,49,7,96,122,9,622,648,2023,2,12,100,1,0,,RM,10,22,20,RBNU,D,B,4,,Countercall Bird 17,,"Fog, vis ~ 25m. Less noisy [than SUMO-7 and SUMO-8]."
24,47,STE-063,LowerMainland,4,SUMO,5,1,49,7,134,122,9,846,550,2023,2,12,100,1,0,,RM,10,57,1,GCKI,A,C,3,,,,"Fog, vis ~50m. Rain up at 6:45, hail at 7:20, back to rain at 9:00. 2nd growth, young."
24,47,STE-063,LowerMainland,4,SUMO,5,1,49,7,134,122,9,846,550,2023,2,12,100,1,0,,RM,10,57,2,CORA,E,B,3,,,,"Fog, vis ~50m. Rain up at 6:45, hail at 7:20, back to rain at 9:00. 2nd growth, young."
25,48,STE-064,LowerMainland,4,SUMO,1,1,49,7,316,122,11,136,159,2023,2,12,100,1,0,,RM,12,29,,,,,,,,,Some stream noise. Precipitation up to 2 at times.
26,49,STE-065,LowerMainland,4,SUMO,2,1,49,7,184,122,10,573,284,2023,2,12,100,0,0,,RM,13,22,1,NOFL,E,C,1,,Uncertain. Check recording (~7:15).,,"Precipitation up to 1 at times. Road noise, train noise, stream noise - noisy. Rain at 5:45, stops at 7."
27,50,STE-066,LowerMainland,4,SUMO,3,1,49,7,177,122,10,449,350,2023,2,12,100,1,0,,RM,13,47,1,UNID,C,D,4,,CBCH? Check recording (~7:46).,,"Train noise, stream noise."
28,51,STE-067,LowerMainland,4,SUMO,4,1,49,7,158,122,10,192,441,2023,2,12,100,0,0,,RM,14,16,1,CBCH,A,C,1,1,Countercall Bird 7,,"Stream noise, Off-road vehicle noise 5:15."
28,51,STE-067,LowerMainland,4,SUMO,4,1,49,7,158,122,10,192,441,2023,2,12,100,0,0,,RM,14,16,2,CBCH,A,C,1,1,,,"Stream noise, Off-road vehicle noise 5:15."
28,51,STE-067,LowerMainland,4,SUMO,4,1,49,7,158,122,10,192,441,2023,2,12,100,0,0,,RM,14,16,3,CBCH,A,C,1,1,,,"Stream noise, Off-road vehicle noise 5:15."
28,51,STE-067,LowerMainland,4,SUMO,4,1,49,7,158,122,10,192,441,2023,2,12,100,0,0,,RM,14,16,4,UNID,A,A,1,,CBCH? DEJU? Check recording.,,"Stream noise, Off-road vehicle noise 5:15."
28,51,STE-067,LowerMainland,4,SUMO,4,1,49,7,158,122,10,192,441,2023,2,12,100,0,0,,RM,14,16,5,CBCH,A,D,2,1,,,"Stream noise, Off-road vehicle noise 5:15."
28,51,STE-067,LowerMainland,4,SUMO,4,1,49,7,158,122,10,192,441,2023,2,12,100,0,0,,RM,14,16,6,UNID,A,A,3,,"""Chup"". DEJU? CBCH? Check recording (~2:40).",,"Stream noise, Off-road vehicle noise 5:15."
28,51,STE-067,LowerMainland,4,SUMO,4,1,49,7,158,122,10,192,441,2023,2,12,100,0,0,,RM,14,16,7,CBCH,A,D,4,,Countercall Bird 1,,"Stream noise, Off-road vehicle noise 5:15."
29,52,STE-068,LowerMainland,5,CABO,1,1,49,15,247,123,11,857,61,2023,2,17,100,0,0,2,RM,7,49,1,VATH,B,B,1,,Might be same individual as bird 3. Check recording.,,
29,52,STE-068,LowerMainland,5,CABO,1,1,49,15,247,123,11,857,61,2023,2,17,100,0,0,2,RM,7,49,2,SPTO,C,A,1,,,,
29,52,STE-068,LowerMainland,5,CABO,1,1,49,15,247,123,11,857,61,2023,2,17,100,0,0,2,RM,7,49,3,UNID,D,A,1,,Almost a quack call. Might be same individual as bird 1.,,
29,52,STE-068,LowerMainland,5,CABO,1,1,49,15,247,123,11,857,61,2023,2,17,100,0,0,2,RM,7,49,4,BEWR,D,C,1,,,,
29,52,STE-068,LowerMainland,5,CABO,1,1,49,15,247,123,11,857,61,2023,2,17,100,0,0,2,RM,7,49,5,STJA,D,A,1,,,,
29,52,STE-068,LowerMainland,5,CABO,1,1,49,15,247,123,11,857,61,2023,2,17,100,0,0,2,RM,7,49,6,AMCR,D,A,1,,,,
29,52,STE-068,LowerMainland,5,CABO,1,1,49,15,247,123,11,857,61,2023,2,17,100,0,0,2,RM,7,49,7,UNID,A,A,2,,GCKI?,,
29,52,STE-068,LowerMainland,5,CABO,1,1,49,15,247,123,11,857,61,2023,2,17,100,0,0,2,RM,7,49,8,UNID,B,B,2,,,,
29,52,STE-068,LowerMainland,5,CABO,1,1,49,15,247,123,11,857,61,2023,2,17,100,0,0,2,RM,7,49,9,BCCH,C,B,2,,,,
29,52,STE-068,LowerMainland,5,CABO,1,1,49,15,247,123,11,857,61,2023,2,17,100,0,0,2,RM,7,49,10,ANHU,A,B,3,,,,
29,52,STE-068,LowerMainland,5,CABO,1,1,49,15,247,123,11,857,61,2023,2,17,100,0,0,2,RM,7,49,11,SOSP,B,B,4,,,,
29,52,STE-068,LowerMainland,5,CABO,1,1,49,15,247,123,11,857,61,2023,2,17,100,0,0,2,RM,7,49,12,PAWR,C,A,4,,,,
29,52,STE-068,LowerMainland,5,CABO,1,1,49,15,247,123,11,857,61,2023,2,17,100,0,0,2,RM,7,49,13,BEWR,C,A,4,,,,
29,52,STE-068,LowerMainland,5,CABO,1,1,49,15,247,123,11,857,61,2023,2,17,100,0,0,2,RM,7,49,14,BCCH,D,C,4,,,,
29,52,STE-068,LowerMainland,5,CABO,1,1,49,15,247,123,11,857,61,2023,2,17,100,0,0,2,RM,7,49,15,RBNU,D,A,4,,,,
29,52,STE-068,LowerMainland,5,CABO,1,1,49,15,247,123,11,857,61,2023,2,17,100,0,0,2,RM,7,49,16,UNID,E,C,4,,Check recording at 6:30.,,
30,53,STE-069,LowerMainland,5,CABO,2,1,49,15,313,123,12,15,68,2023,2,17,100,1,0,2,RM,8,30,1,AMRO,A,C,1,,,,
30,53,STE-069,LowerMainland,5,CABO,2,1,49,15,313,123,12,15,68,2023,2,17,100,1,0,2,RM,8,30,2,PAWR,B,B,1,,,,
30,53,STE-069,LowerMainland,5,CABO,2,1,49,15,313,123,12,15,68,2023,2,17,100,1,0,2,RM,8,30,3,BCCH,B,C,1,1,Flock moved ESE.,,
30,53,STE-069,LowerMainland,5,CABO,2,1,49,15,313,123,12,15,68,2023,2,17,100,1,0,2,RM,8,30,4,BCCH,B,C,1,1,Flock moved ESE.,,
30,53,STE-069,LowerMainland,5,CABO,2,1,49,15,313,123,12,15,68,2023,2,17,100,1,0,2,RM,8,30,5,BCCH,B,B,3,,Moved to Q4 Distance Band B.,,
30,53,STE-069,LowerMainland,5,CABO,2,1,49,15,313,123,12,15,68,2023,2,17,100,1,0,2,RM,8,30,6,VATH,D,C,3,,,,
30,53,STE-069,LowerMainland,5,CABO,2,1,49,15,313,123,12,15,68,2023,2,17,100,1,0,2,RM,8,30,7,BCCH,B,A,4,1,Flock moved ESE.,,
30,53,STE-069,LowerMainland,5,CABO,2,1,49,15,313,123,12,15,68,2023,2,17,100,1,0,2,RM,8,30,8,BCCH,C,A,4,,,,
30,53,STE-069,LowerMainland,5,CABO,2,1,49,15,313,123,12,15,68,2023,2,17,100,1,0,2,RM,8,30,9,UNID,C,D,4,,Visual only. Bigger than a BCCH. AMRO?,,
31,54,STE-070,LowerMainland,5,CABO,3,1,49,15,149,123,11,988,65,2023,2,17,100,0,0,2,RM,9,6,1,ANHU,A,A,2,,,,
31,54,STE-070,LowerMainland,5,CABO,3,1,49,15,149,123,11,988,65,2023,2,17,100,0,0,2,RM,9,6,2,GCKI,B,D,2,,Confirmed via Merlin recording after survey. Check ~8:50 in recording.,,Fair amount of car noise.
31,54,STE-070,LowerMainland,5,CABO,3,1,49,15,149,123,11,988,65,2023,2,17,100,0,0,2,RM,9,6,3,CORA,C,A,2,,,,Fair amount of car noise.
31,54,STE-070,LowerMainland,5,CABO,3,1,49,15,149,123,11,988,65,2023,2,17,100,0,0,2,RM,9,6,4,AMCR,C,A,2,,,,Fair amount of car noise.
31,54,STE-070,LowerMainland,5,CABO,3,1,49,15,149,123,11,988,65,2023,2,17,100,0,0,2,RM,9,6,5,CORA,D,A,4,,,,Fair amount of car noise.
32,55,STE-071,LowerMainland,5,PASP,1,1,49,15,655,123,13,151,98,2023,2,17,100,1,0,3,RM,10,42,1,GCKI,A,A,1,,,,
32,55,STE-071,LowerMainland,5,PASP,1,1,49,15,655,123,13,151,98,2023,2,17,100,1,0,3,RM,10,42,2,PAWR,B,A,1,,,,
32,55,STE-071,LowerMainland,5,PASP,1,1,49,15,655,123,13,151,98,2023,2,17,100,1,0,3,RM,10,42,3,CORA,B,C,1,,,,
32,55,STE-071,LowerMainland,5,PASP,1,1,49,15,655,123,13,151,98,2023,2,17,100,1,0,3,RM,10,42,4,AMCR,C,B,1,,,,
32,55,STE-071,LowerMainland,5,PASP,1,1,49,15,655,123,13,151,98,2023,2,17,100,1,0,3,RM,10,42,5,AMCR,C,C,1,,,,
32,55,STE-071,LowerMainland,5,PASP,1,1,49,15,655,123,13,151,98,2023,2,17,100,1,0,3,RM,10,42,6,BRCR,A,B,2,,,,
32,55,STE-071,LowerMainland,5,PASP,1,1,49,15,655,123,13,151,98,2023,2,17,100,1,0,3,RM,10,42,7,CBCH,A,B,2,1,Probable flock - no visual but close calling.,,
32,55,STE-071,LowerMainland,5,PASP,1,1,49,15,655,123,13,151,98,2023,2,17,100,1,0,3,RM,10,42,8,CBCH,A,B,2,1,Probable flock - no visual but close calling.,,
32,55,STE-071,LowerMainland,5,PASP,1,1,49,15,655,123,13,151,98,2023,2,17,100,1,0,3,RM,10,42,9,GCKI,A,C,2,1,Probable flock - no visual but close calling.,,
32,55,STE-071,LowerMainland,5,PASP,1,1,49,15,655,123,13,151,98,2023,2,17,100,1,0,3,RM,10,42,10,BCCH,A,D,2,1,Probable flock - no visual but close calling.,,
32,55,STE-071,LowerMainland,5,PASP,1,1,49,15,655,123,13,151,98,2023,2,17,100,1,0,3,RM,10,42,11,BRCR,A,C,2,,,,
32,55,STE-071,LowerMainland,5,PASP,1,1,49,15,655,123,13,151,98,2023,2,17,100,1,0,3,RM,10,42,12,CORA,B,C,2,,,,
32,55,STE-071,LowerMainland,5,PASP,1,1,49,15,655,123,13,151,98,2023,2,17,100,1,0,3,RM,10,42,13,RBNU,C,B,2,,,,
32,55,STE-071,LowerMainland,5,PASP,1,1,49,15,655,123,13,151,98,2023,2,17,100,1,0,3,RM,10,42,14,CBCH,A,B,3,1,Probable flock - no visual but close calling.,,
32,55,STE-071,LowerMainland,5,PASP,1,1,49,15,655,123,13,151,98,2023,2,17,100,1,0,3,RM,10,42,15,CORA,B,C,3,,,,
32,55,STE-071,LowerMainland,5,PASP,1,1,49,15,655,123,13,151,98,2023,2,17,100,1,0,3,RM,10,42,15,RBNU,B,B,4,,,,
33,56,STE-072,LowerMainland,5,PASP,2,1,49,15,649,123,13,521,80,2023,2,17,100,0,0,7,RM,11,22,1,GCKI,A,A,1,1,Flock moved E.,,Road noise.
33,56,STE-072,LowerMainland,5,PASP,2,1,49,15,649,123,13,521,80,2023,2,17,100,0,0,7,RM,11,22,2,GCKI,A,A,1,1,Flock moved E.,,Road noise.
33,56,STE-072,LowerMainland,5,PASP,2,1,49,15,649,123,13,521,80,2023,2,17,100,0,0,7,RM,11,22,3,GCKI,A,A,1,1,Flock moved E.,,Road noise.
33,56,STE-072,LowerMainland,5,PASP,2,1,49,15,649,123,13,521,80,2023,2,17,100,0,0,7,RM,11,22,4,GCKI,A,A,1,1,Flock moved E.,,Road noise.
33,56,STE-072,LowerMainland,5,PASP,2,1,49,15,649,123,13,521,80,2023,2,17,100,0,0,7,RM,11,22,5,CBCH,A,A,1,1,Flock moved E. Probable flock member.,,Road noise.
33,56,STE-072,LowerMainland,5,PASP,2,1,49,15,649,123,13,521,80,2023,2,17,100,0,0,7,RM,11,22,6,CBCH,B,A,1,1,Flock moved E. Probable flock member.,,Road noise.
33,56,STE-072,LowerMainland,5,PASP,2,1,49,15,649,123,13,521,80,2023,2,17,100,0,0,7,RM,11,22,7,RBNU,B,B,1,,,,Road noise.
33,56,STE-072,LowerMainland,5,PASP,2,1,49,15,649,123,13,521,80,2023,2,17,100,0,0,7,RM,11,22,8,RBNU,D,A,1,,Moved S.,,Road noise.
33,56,STE-072,LowerMainland,5,PASP,2,1,49,15,649,123,13,521,80,2023,2,17,100,0,0,7,RM,11,22,9,CBCH,A,A,2,1,Flock moved E. Probable flock member.,,Road noise.
33,56,STE-072,LowerMainland,5,PASP,2,1,49,15,649,123,13,521,80,2023,2,17,100,0,0,7,RM,11,22,10,RBNU,C,A,3,,,,Road noise.
33,56,STE-072,LowerMainland,5,PASP,2,1,49,15,649,123,13,521,80,2023,2,17,100,0,0,7,RM,11,22,11,ANHU,B,C,4,,,,Road noise.
33,56,STE-072,LowerMainland,5,PASP,2,1,49,15,649,123,13,521,80,2023,2,17,100,0,0,7,RM,11,22,12,BCCH,B,D,4,,Very uncertain. Check recording (~9:30).,,Road noise.
33,56,STE-072,LowerMainland,5,PASP,2,1,49,15,649,123,13,521,80,2023,2,17,100,0,0,7,RM,11,22,13,RBNU,C,B,4,,,,Road noise.
33,56,STE-072,LowerMainland,5,PASP,2,1,49,15,649,123,13,521,80,2023,2,17,100,0,0,7,RM,11,22,14,CORA,C,D,4,,,,Road noise.
34,58,STE-073,LowerMainland,6,MAFL,1,1,49,18,290,123,0,218,9,2023,2,19,100,0,0,,RM,8,58,1,BCCH,B,A,1,,,,
34,58,STE-073,LowerMainland,6,MAFL,1,1,49,18,290,123,0,218,9,2023,2,19,100,0,0,,RM,8,58,2,UNID,C,D,1,1,Visual only. Bigger than a BCCH. AMRO?,,
34,58,STE-073,LowerMainland,6,MAFL,1,1,49,18,290,123,0,218,9,2023,2,19,100,0,0,,RM,8,58,3,UNID,C,D,1,1,Visual only. Bigger than a BCCH. AMRO?,,
34,58,STE-073,LowerMainland,6,MAFL,1,1,49,18,290,123,0,218,9,2023,2,19,100,0,0,,RM,8,58,4,UNID,C,D,1,1,Visual only. Bigger than a BCCH. AMRO?,,
34,58,STE-073,LowerMainland,6,MAFL,1,1,49,18,290,123,0,218,9,2023,2,19,100,0,0,,RM,8,58,5,BCCH,D,B,1,,,,
34,58,STE-073,LowerMainland,6,MAFL,1,1,49,18,290,123,0,218,9,2023,2,19,100,0,0,,RM,8,58,6,AMCR,E,A,1,,,,
34,58,STE-073,LowerMainland,6,MAFL,1,1,49,18,290,123,0,218,9,2023,2,19,100,0,0,,RM,8,58,7,AMCR,E,A,1,,,,
34,58,STE-073,LowerMainland,6,MAFL,1,1,49,18,290,123,0,218,9,2023,2,19,100,0,0,,RM,8,58,8,NOFL,E,A,1,,,,
34,58,STE-073,LowerMainland,6,MAFL,1,1,49,18,290,123,0,218,9,2023,2,19,100,0,0,,RM,8,58,9,CORA,E,D,1,,,,
34,58,STE-073,LowerMainland,6,MAFL,1,1,49,18,290,123,0,218,9,2023,2,19,100,0,0,,RM,8,58,10,BCCH,A,A,2,,,,
